Temps (s),CH2 (V),CH4 (V)
2.9771908763505404e-08,-1.0,33.0
2.981992797118848e-08,-1.0,33.0
2.9867947178871553e-08,-1.0,33.0
2.9915966386554626e-08,-1.0,33.0
2.99639855942377e-08,-1.0,33.0
3.001200480192077e-08,-1.0,33.0
3.0060024009603845e-08,-1.0,33.0
3.010804321728692e-08,-1.0,33.0
3.015606242496999e-08,-1.0,33.0
3.0204081632653064e-08,-1.0,33.0
3.0252100840336137e-08,-1.0,33.0
3.030012004801921e-08,-1.0,33.0
3.034813925570228e-08,-1.0,33.0
3.0396158463385355e-08,-1.0,33.0
3.044417767106843e-08,-1.0,33.0
3.04921968787515e-08,-1.0,33.0
3.0540216086434574e-08,-1.0,33.0
3.058823529411765e-08,-1.0,33.0
3.063625450180072e-08,-1.0,33.0
3.068427370948379e-08,-1.0,33.0
3.0732292917166866e-08,-1.0,33.0
3.0780312124849945e-08,-1.0,33.0
3.082833133253302e-08,-1.0,33.0
3.087635054021609e-08,-1.0,33.0
3.0924369747899164e-08,-1.0,33.0
3.097238895558224e-08,-1.0,33.0
3.102040816326531e-08,-1.0,33.0
3.106842737094838e-08,-1.0,33.0
3.1116446578631455e-08,-1.0,33.0
3.116446578631453e-08,-1.0,33.0
3.12124849939976e-08,-1.0,33.0
3.1260504201680674e-08,-1.0,33.0
3.130852340936375e-08,-1.0,33.0
3.135654261704682e-08,-1.0,33.0
3.140456182472989e-08,-2.0,33.0
3.1452581032412966e-08,-2.0,33.0
3.150060024009604e-08,-2.0,33.0
3.154861944777911e-08,-2.0,33.0
3.1596638655462184e-08,-2.0,33.0
3.164465786314526e-08,-2.0,33.0
3.169267707082834e-08,-2.0,33.0
3.174069627851141e-08,-2.0,33.0
3.178871548619448e-08,-2.0,33.0
3.1836734693877555e-08,-2.0,33.0
3.188475390156063e-08,-2.0,33.0
3.19327731092437e-08,-2.0,33.0
3.1980792316926774e-08,-2.0,33.0
3.202881152460985e-08,-2.0,33.0
3.207683073229292e-08,-2.0,33.0
3.212484993997599e-08,-2.0,33.0
3.2172869147659066e-08,-2.0,33.0
3.222088835534214e-08,-2.0,33.0
3.226890756302521e-08,-2.0,33.0
3.2316926770708284e-08,-2.0,33.0
3.236494597839136e-08,-2.0,33.0
3.241296518607443e-08,-2.0,33.0
3.24609843937575e-08,-2.0,33.0
3.2509003601440576e-08,-2.0,33.0
3.255702280912365e-08,-2.0,33.0
3.260504201680672e-08,-2.0,33.0
3.26530612244898e-08,-2.0,33.0
3.2701080432172874e-08,-2.0,33.0
3.274909963985595e-08,-2.0,33.0
3.279711884753902e-08,-2.0,33.0
3.284513805522209e-08,-2.0,33.0
3.2893157262905166e-08,-2.0,33.0
3.294117647058824e-08,-2.0,33.0
3.298919567827131e-08,-2.0,33.0
3.3037214885954385e-08,-2.0,33.0
3.308523409363746e-08,-2.0,33.0
3.313325330132053e-08,-2.0,33.0
3.31812725090036e-08,-2.0,33.0
3.3229291716686676e-08,-2.0,33.0
3.327731092436975e-08,-2.0,33.0
3.332533013205282e-08,-2.0,33.0
3.3373349339735895e-08,-2.0,33.0
3.342136854741897e-08,-2.0,33.0
3.346938775510204e-08,-2.0,33.0
3.3517406962785113e-08,-2.0,33.0
3.3565426170468186e-08,-2.0,33.0
3.3613445378151266e-08,-2.0,33.0
3.366146458583434e-08,-2.0,33.0
3.370948379351741e-08,-2.0,33.0
3.3757503001200485e-08,-2.0,33.0
3.380552220888356e-08,-2.0,33.0
3.385354141656663e-08,-2.0,33.0
3.39015606242497e-08,-2.0,33.0
3.3949579831932776e-08,-2.0,33.0
3.399759903961585e-08,-2.0,33.0
3.404561824729892e-08,-2.0,33.0
3.4093637454981995e-08,-2.0,33.0
3.414165666266507e-08,-2.0,33.0
3.418967587034814e-08,-2.0,33.0
3.4237695078031214e-08,-2.0,33.0
3.4285714285714286e-08,-2.0,33.0
3.433373349339736e-08,-2.0,33.0
3.438175270108043e-08,-2.0,33.0
3.4429771908763505e-08,-2.0,33.0
3.447779111644658e-08,-2.0,33.0
3.452581032412966e-08,-2.0,33.0
3.457382953181273e-08,-2.0,33.0
3.4621848739495803e-08,-2.0,33.0
3.4669867947178876e-08,-2.0,33.0
3.471788715486195e-08,-2.0,33.0
3.476590636254502e-08,-2.0,33.0
3.4813925570228095e-08,-2.0,33.0
3.486194477791117e-08,-2.0,33.0
3.490996398559424e-08,-2.0,33.0
3.4957983193277314e-08,-2.0,33.0
3.5006002400960386e-08,-2.0,33.0
3.505402160864346e-08,-2.0,33.0
3.510204081632653e-08,-2.0,33.0
3.5150060024009605e-08,-2.0,33.0
3.519807923169268e-08,-2.0,33.0
3.524609843937575e-08,-2.0,33.0
3.5294117647058824e-08,-2.0,33.0
3.53421368547419e-08,-2.0,33.0
3.539015606242497e-08,-2.0,33.0
3.543817527010804e-08,-2.0,33.0
3.548619447779112e-08,-2.0,33.0
3.5534213685474195e-08,-2.0,33.0
3.558223289315727e-08,-2.0,33.0
3.563025210084034e-08,-2.0,33.0
3.5678271308523414e-08,-2.0,33.0
3.5726290516206487e-08,-2.0,33.0
3.577430972388956e-08,-2.0,33.0
3.582232893157263e-08,-2.0,33.0
3.5870348139255705e-08,-2.0,33.0
3.591836734693878e-08,-2.0,33.0
3.596638655462185e-08,-2.0,33.0
3.6014405762304924e-08,-2.0,33.0
3.6062424969988e-08,-2.0,33.0
3.611044417767107e-08,-2.0,33.0
3.615846338535414e-08,-2.0,33.0
3.6206482593037216e-08,-2.0,33.0
3.625450180072029e-08,-2.0,33.0
3.630252100840336e-08,-2.0,33.0
3.6350540216086434e-08,-2.0,33.0
3.639855942376951e-08,-2.0,33.0
3.6446578631452587e-08,-2.0,33.0
3.649459783913566e-08,-2.0,33.0
3.654261704681873e-08,-2.0,33.0
3.6590636254501805e-08,-2.0,33.0
3.663865546218488e-08,-2.0,33.0
3.668667466986795e-08,-2.0,33.0
3.6734693877551024e-08,-2.0,33.0
3.67827130852341e-08,-2.0,33.0
3.683073229291717e-08,-2.0,33.0
3.687875150060024e-08,-2.0,33.0
3.6926770708283316e-08,-2.0,33.0
3.697478991596639e-08,-2.0,33.0
3.702280912364946e-08,-2.0,33.0
3.7070828331332534e-08,-2.0,33.0
3.711884753901561e-08,-2.0,33.0
3.716686674669868e-08,-2.0,33.0
3.721488595438175e-08,-2.0,33.0
3.7262905162064826e-08,-2.0,33.0
3.73109243697479e-08,-2.0,33.0
3.735894357743098e-08,-2.0,33.0
3.740696278511405e-08,-2.0,33.0
3.7454981992797124e-08,-3.0,33.0
3.75030012004802e-08,-3.0,33.0
3.755102040816327e-08,-2.0,33.0
3.759903961584634e-08,-2.0,33.0
3.7647058823529416e-08,-2.0,33.0
3.769507803121249e-08,-3.0,33.0
3.774309723889556e-08,-3.0,33.0
3.7791116446578634e-08,-3.0,33.0
3.783913565426171e-08,-3.0,33.0
3.788715486194478e-08,-3.0,33.0
3.793517406962785e-08,-3.0,33.0
3.7983193277310926e-08,-3.0,33.0
3.8031212484994e-08,-3.0,33.0
3.807923169267707e-08,-3.0,33.0
3.8127250900360145e-08,-3.0,33.0
3.817527010804322e-08,-3.0,33.0
3.822328931572629e-08,-3.0,33.0
3.8271308523409363e-08,-3.0,33.0
3.831932773109244e-08,-3.0,33.0
3.8367346938775516e-08,-3.0,33.0
3.841536614645859e-08,-3.0,33.0
3.846338535414166e-08,-3.0,33.0
3.8511404561824734e-08,-3.0,33.0
3.855942376950781e-08,-3.0,33.0
3.860744297719088e-08,-3.0,33.0
3.865546218487395e-08,-3.0,33.0
3.8703481392557026e-08,-3.0,33.0
3.87515006002401e-08,-3.0,33.0
3.879951980792317e-08,-3.0,33.0
3.8847539015606245e-08,-3.0,33.0
3.889555822328932e-08,-3.0,33.0
3.894357743097239e-08,-3.0,33.0
3.8991596638655463e-08,-3.0,33.0
3.9039615846338536e-08,-3.0,33.0
3.908763505402161e-08,-3.0,33.0
3.913565426170468e-08,-3.0,33.0
3.9183673469387755e-08,-3.0,33.0
3.923169267707083e-08,-3.0,33.0
3.927971188475391e-08,-3.0,33.0
3.932773109243698e-08,-3.0,33.0
3.937575030012005e-08,-3.0,33.0
3.9423769507803126e-08,-3.0,33.0
3.94717887154862e-08,-3.0,33.0
3.951980792316927e-08,-3.0,33.0
3.9567827130852345e-08,-3.0,33.0
3.961584633853542e-08,-3.0,33.0
3.966386554621849e-08,-3.0,33.0
3.9711884753901563e-08,-3.0,33.0
3.9759903961584636e-08,-3.0,33.0
3.980792316926771e-08,-3.0,33.0
3.985594237695078e-08,-3.0,33.0
3.9903961584633855e-08,-3.0,33.0
3.995198079231693e-08,-3.0,33.0
4e-08,-3.0,33.0
4.0048019207683074e-08,-3.0,33.0
4.0096038415366147e-08,-3.0,33.0
4.014405762304922e-08,-3.0,33.0
4.01920768307323e-08,-3.0,33.0
4.024009603841537e-08,-3.0,33.0
4.0288115246098445e-08,-3.0,33.0
4.033613445378152e-08,-3.0,33.0
4.038415366146459e-08,-3.0,33.0
4.0432172869147664e-08,-3.0,33.0
4.0480192076830736e-08,-3.0,33.0
4.052821128451381e-08,-3.0,33.0
4.057623049219688e-08,-3.0,33.0
4.0624249699879955e-08,-3.0,33.0
4.067226890756303e-08,-3.0,33.0
4.07202881152461e-08,-3.0,33.0
4.0768307322929174e-08,-3.0,33.0
4.081632653061225e-08,-3.0,33.0
4.086434573829532e-08,-3.0,33.0
4.091236494597839e-08,-3.0,33.0
4.0960384153661465e-08,-3.0,33.0
4.100840336134454e-08,-3.0,33.0
4.105642256902761e-08,-3.0,33.0
4.1104441776710684e-08,-3.0,33.0
4.1152460984393764e-08,-3.0,33.0
4.1200480192076836e-08,-3.0,33.0
4.124849939975991e-08,-3.0,33.0
4.129651860744298e-08,-3.0,33.0
4.1344537815126055e-08,-3.0,33.0
4.139255702280913e-08,-3.0,33.0
4.14405762304922e-08,-3.0,33.0
4.1488595438175274e-08,-3.0,33.0
4.153661464585835e-08,-3.0,33.0
4.158463385354142e-08,-3.0,33.0
4.163265306122449e-08,-3.0,33.0
4.1680672268907565e-08,-3.0,33.0
4.172869147659064e-08,-3.0,33.0
4.177671068427371e-08,-3.0,33.0
4.1824729891956784e-08,-3.0,33.0
4.187274909963986e-08,-3.0,33.0
4.192076830732293e-08,-3.0,33.0
4.1968787515006e-08,-3.0,33.0
4.2016806722689076e-08,-3.0,33.0
4.206482593037215e-08,-3.0,33.0
4.211284513805523e-08,-3.0,33.0
4.21608643457383e-08,-3.0,33.0
4.2208883553421374e-08,-3.0,33.0
4.225690276110445e-08,-3.0,33.0
4.230492196878752e-08,-3.0,33.0
4.235294117647059e-08,-3.0,33.0
4.2400960384153666e-08,-3.0,33.0
4.244897959183674e-08,-3.0,33.0
4.249699879951981e-08,-3.0,33.0
4.2545018007202884e-08,-3.0,33.0
4.259303721488596e-08,-3.0,33.0
4.264105642256903e-08,-3.0,33.0
4.26890756302521e-08,-3.0,33.0
4.2737094837935176e-08,-3.0,33.0
4.278511404561825e-08,-3.0,33.0
4.283313325330132e-08,-3.0,33.0
4.2881152460984394e-08,-3.0,33.0
4.292917166866747e-08,-3.0,33.0
4.297719087635054e-08,-3.0,33.0
4.302521008403362e-08,-3.0,33.0
4.307322929171669e-08,-3.0,33.0
4.3121248499399766e-08,-3.0,33.0
4.316926770708284e-08,-3.0,33.0
4.321728691476591e-08,-3.0,33.0
4.3265306122448984e-08,-3.0,33.0
4.331332533013206e-08,-3.0,33.0
4.336134453781513e-08,-3.0,33.0
4.34093637454982e-08,-3.0,33.0
4.3457382953181276e-08,-3.0,33.0
4.350540216086435e-08,-3.0,33.0
4.355342136854742e-08,-3.0,33.0
4.3601440576230495e-08,-3.0,33.0
4.364945978391357e-08,-3.0,33.0
4.369747899159664e-08,-3.0,33.0
4.374549819927971e-08,-3.0,33.0
4.3793517406962786e-08,-3.0,33.0
4.384153661464586e-08,-3.0,33.0
4.388955582232893e-08,-3.0,33.0
4.3937575030012005e-08,-3.0,33.0
4.3985594237695084e-08,-3.0,33.0
4.403361344537816e-08,-3.0,33.0
4.408163265306123e-08,-3.0,33.0
4.41296518607443e-08,-3.0,33.0
4.4177671068427376e-08,-3.0,33.0
4.422569027611045e-08,-3.0,33.0
4.427370948379352e-08,-3.0,33.0
4.4321728691476595e-08,-3.0,33.0
4.436974789915967e-08,-3.0,33.0
4.441776710684274e-08,-3.0,33.0
4.4465786314525813e-08,-3.0,33.0
4.4513805522208886e-08,-3.0,33.0
4.456182472989196e-08,-3.0,33.0
4.460984393757503e-08,-3.0,33.0
4.4657863145258105e-08,-3.0,33.0
4.470588235294118e-08,-3.0,33.0
4.475390156062425e-08,-3.0,33.0
4.4801920768307324e-08,-3.0,33.0
4.4849939975990396e-08,-3.0,33.0
4.489795918367347e-08,-3.0,33.0
4.494597839135655e-08,-3.0,33.0
4.499399759903962e-08,-3.0,33.0
4.5042016806722695e-08,-3.0,33.0
4.509003601440577e-08,-3.0,33.0
4.513805522208884e-08,-3.0,33.0
4.5186074429771913e-08,-3.0,33.0
4.5234093637454986e-08,-3.0,33.0
4.528211284513806e-08,-3.0,33.0
4.533013205282113e-08,-3.0,33.0
4.5378151260504205e-08,-3.0,33.0
4.542617046818728e-08,-3.0,33.0
4.547418967587035e-08,-3.0,33.0
4.5522208883553424e-08,-3.0,33.0
4.5570228091236497e-08,-3.0,33.0
4.561824729891957e-08,-3.0,33.0
4.566626650660264e-08,-3.0,33.0
4.5714285714285715e-08,-3.0,33.0
4.576230492196879e-08,-3.0,33.0
4.581032412965186e-08,-3.0,33.0
4.5858343337334934e-08,-3.0,33.0
4.5906362545018013e-08,-3.0,33.0
4.5954381752701086e-08,-3.0,33.0
4.600240096038416e-08,-3.0,33.0
4.605042016806723e-08,-3.0,33.0
4.6098439375750305e-08,-3.0,33.0
4.614645858343338e-08,-3.0,33.0
4.619447779111645e-08,-3.0,33.0
4.6242496998799524e-08,-3.0,33.0
4.6290516206482597e-08,-3.0,33.0
4.633853541416567e-08,-3.0,33.0
4.638655462184874e-08,-3.0,33.0
4.6434573829531815e-08,-3.0,33.0
4.648259303721489e-08,-3.0,33.0
4.653061224489796e-08,-3.0,33.0
4.6578631452581034e-08,-3.0,33.0
4.662665066026411e-08,-3.0,33.0
4.667466986794718e-08,-3.0,33.0
4.672268907563025e-08,-3.0,33.0
4.6770708283313326e-08,-3.0,33.0
4.6818727490996405e-08,-3.0,33.0
4.686674669867948e-08,-3.0,33.0
4.691476590636255e-08,-3.0,33.0
4.6962785114045624e-08,-3.0,33.0
4.7010804321728697e-08,-4.0,33.0
4.705882352941177e-08,-4.0,33.0
4.710684273709484e-08,-3.0,33.0
4.7154861944777915e-08,-3.0,33.0
4.720288115246099e-08,-3.0,33.0
4.725090036014406e-08,-3.0,33.0
4.7298919567827134e-08,-3.0,33.0
4.734693877551021e-08,-3.0,33.0
4.739495798319328e-08,-3.0,33.0
4.744297719087635e-08,-3.0,33.0
4.7490996398559426e-08,-3.0,33.0
4.75390156062425e-08,-3.0,33.0
4.758703481392557e-08,-3.0,33.0
4.7635054021608644e-08,-3.0,33.0
4.768307322929172e-08,-3.0,33.0
4.773109243697479e-08,-3.0,33.0
4.777911164465787e-08,-3.0,33.0
4.782713085234094e-08,-3.0,33.0
4.7875150060024015e-08,-3.0,33.0
4.792316926770709e-08,-3.0,33.0
4.797118847539016e-08,-3.0,33.0
4.8019207683073234e-08,-3.0,33.0
4.806722689075631e-08,-3.0,33.0
4.811524609843938e-08,-3.0,33.0
4.816326530612245e-08,-3.0,33.0
4.8211284513805526e-08,-3.0,33.0
4.82593037214886e-08,-4.0,33.0
4.830732292917167e-08,-4.0,33.0
4.8355342136854744e-08,-4.0,33.0
4.840336134453782e-08,-4.0,33.0
4.845138055222089e-08,-4.0,33.0
4.849939975990396e-08,-4.0,33.0
4.8547418967587036e-08,-4.0,33.0
4.859543817527011e-08,-4.0,33.0
4.864345738295318e-08,-4.0,33.0
4.8691476590636255e-08,-4.0,33.0
4.8739495798319334e-08,-4.0,33.0
4.878751500600241e-08,-4.0,33.0
4.883553421368548e-08,-4.0,33.0
4.888355342136855e-08,-4.0,33.0
4.8931572629051626e-08,-4.0,33.0
4.89795918367347e-08,-4.0,33.0
4.902761104441777e-08,-4.0,33.0
4.9075630252100844e-08,-4.0,33.0
4.912364945978392e-08,-4.0,33.0
4.917166866746699e-08,-4.0,33.0
4.921968787515006e-08,-4.0,33.0
4.9267707082833136e-08,-4.0,33.0
4.931572629051621e-08,-4.0,33.0
4.936374549819928e-08,-4.0,33.0
4.9411764705882355e-08,-4.0,33.0
4.945978391356543e-08,-4.0,33.0
4.95078031212485e-08,-4.0,33.0
4.9555822328931573e-08,-4.0,33.0
4.9603841536614646e-08,-4.0,33.0
4.9651860744297726e-08,-4.0,33.0
4.96998799519808e-08,-4.0,33.0
4.974789915966387e-08,-4.0,33.0
4.9795918367346945e-08,-4.0,33.0
4.984393757503002e-08,-4.0,33.0
4.989195678271309e-08,-4.0,33.0
4.993997599039616e-08,-4.0,33.0
4.9987995198079236e-08,-4.0,33.0
5.003601440576231e-08,-4.0,33.0
5.008403361344538e-08,-4.0,33.0
5.0132052821128455e-08,-4.0,33.0
5.018007202881153e-08,-4.0,33.0
5.02280912364946e-08,-5.0,33.0
5.0276110444177674e-08,-5.0,33.0
5.0324129651860746e-08,-5.0,33.0
5.037214885954382e-08,-5.0,33.0
5.042016806722689e-08,-5.0,33.0
5.0468187274909965e-08,-5.0,33.0
5.051620648259304e-08,-5.0,33.0
5.056422569027611e-08,-5.0,33.0
5.061224489795919e-08,-5.0,33.0
5.066026410564226e-08,-5.0,33.0
5.0708283313325336e-08,-5.0,33.0
5.075630252100841e-08,-5.0,33.0
5.080432172869148e-08,-5.0,33.0
5.0852340936374555e-08,-5.0,33.0
5.090036014405763e-08,-5.0,33.0
5.09483793517407e-08,-5.0,33.0
5.0996398559423774e-08,-6.0,33.0
5.1044417767106846e-08,-6.0,33.0
5.109243697478992e-08,-6.0,33.0
5.114045618247299e-08,-6.0,33.0
5.1188475390156065e-08,-6.0,33.0
5.123649459783914e-08,-6.0,33.0
5.128451380552221e-08,-6.0,33.0
5.1332533013205284e-08,-6.0,33.0
5.138055222088836e-08,-6.0,33.0
5.142857142857143e-08,-6.0,33.0
5.14765906362545e-08,-6.0,33.0
5.1524609843937575e-08,-7.0,33.0
5.1572629051620655e-08,-7.0,33.0
5.162064825930373e-08,-7.0,33.0
5.16686674669868e-08,-7.0,33.0
5.1716686674669874e-08,-7.0,33.0
5.1764705882352947e-08,-7.0,33.0
5.181272509003602e-08,-7.0,33.0
5.186074429771909e-08,-7.0,33.0
5.1908763505402165e-08,-8.0,33.0
5.195678271308524e-08,-8.0,33.0
5.200480192076831e-08,-8.0,33.0
5.2052821128451384e-08,-8.0,33.0
5.210084033613446e-08,-8.0,33.0
5.214885954381753e-08,-8.0,33.0
5.21968787515006e-08,-8.0,33.0
5.2244897959183676e-08,-9.0,33.0
5.229291716686675e-08,-9.0,33.0
5.234093637454982e-08,-9.0,33.0
5.2388955582232894e-08,-9.0,33.0
5.243697478991597e-08,-9.0,33.0
5.2484993997599047e-08,-9.0,33.0
5.253301320528212e-08,-10.0,33.0
5.258103241296519e-08,-10.0,33.0
5.2629051620648265e-08,-10.0,33.0
5.267707082833134e-08,-10.0,33.0
5.272509003601441e-08,-10.0,33.0
5.2773109243697484e-08,-11.0,33.0
5.282112845138056e-08,-11.0,33.0
5.286914765906363e-08,-11.0,33.0
5.29171668667467e-08,-11.0,33.0
5.2965186074429776e-08,-12.0,33.0
5.301320528211285e-08,-12.0,33.0
5.306122448979592e-08,-12.0,33.0
5.3109243697478994e-08,-12.0,33.0
5.315726290516207e-08,-13.0,33.0
5.320528211284514e-08,-13.0,33.0
5.325330132052821e-08,-13.0,33.0
5.3301320528211286e-08,-14.0,33.0
5.334933973589436e-08,-14.0,33.0
5.339735894357743e-08,-14.0,33.0
5.344537815126051e-08,-15.0,33.0
5.3493397358943584e-08,-15.0,33.0
5.354141656662666e-08,-15.0,33.0
5.358943577430973e-08,-16.0,33.0
5.36374549819928e-08,-16.0,33.0
5.3685474189675876e-08,-16.0,33.0
5.373349339735895e-08,-17.0,33.0
5.378151260504202e-08,-17.0,33.0
5.3829531812725094e-08,-17.0,33.0
5.387755102040817e-08,-18.0,33.0
5.392557022809124e-08,-18.0,33.0
5.397358943577431e-08,-19.0,33.0
5.4021608643457386e-08,-19.0,33.0
5.406962785114046e-08,-20.0,33.0
5.411764705882353e-08,-20.0,33.0
5.4165666266506605e-08,-20.0,33.0
5.421368547418968e-08,-21.0,33.0
5.426170468187275e-08,-21.0,33.0
5.430972388955582e-08,-22.0,33.0
5.4357743097238896e-08,-22.0,33.0
5.4405762304921976e-08,-23.0,33.0
5.445378151260505e-08,-23.0,33.0
5.450180072028812e-08,-24.0,33.0
5.4549819927971194e-08,-24.0,33.0
5.459783913565427e-08,-25.0,33.0
5.464585834333734e-08,-25.0,33.0
5.469387755102041e-08,-26.0,33.0
5.4741896758703486e-08,-26.0,33.0
5.478991596638656e-08,-27.0,33.0
5.483793517406963e-08,-27.0,33.0
5.4885954381752705e-08,-28.0,33.0
5.493397358943578e-08,-28.0,33.0
5.498199279711885e-08,-29.0,33.0
5.5030012004801923e-08,-29.0,33.0
5.5078031212484996e-08,-30.0,33.0
5.512605042016807e-08,-31.0,33.0
5.517406962785114e-08,-31.0,33.0
5.5222088835534215e-08,-32.0,33.0
5.527010804321729e-08,-32.0,33.0
5.531812725090036e-08,-33.0,33.0
5.536614645858344e-08,-34.0,33.0
5.541416566626651e-08,-34.0,33.0
5.5462184873949586e-08,-35.0,33.0
5.551020408163266e-08,-35.0,33.0
5.555822328931573e-08,-36.0,33.0
5.5606242496998805e-08,-37.0,33.0
5.565426170468188e-08,-37.0,33.0
5.570228091236495e-08,-38.0,33.0
5.5750300120048023e-08,-38.0,33.0
5.5798319327731096e-08,-39.0,33.0
5.584633853541417e-08,-40.0,33.0
5.589435774309724e-08,-40.0,33.0
5.5942376950780315e-08,-41.0,33.0
5.599039615846339e-08,-41.0,33.0
5.603841536614646e-08,-42.0,33.0
5.6086434573829534e-08,-43.0,33.0
5.6134453781512607e-08,-43.0,33.0
5.618247298919568e-08,-44.0,33.0
5.623049219687875e-08,-45.0,33.0
5.627851140456183e-08,-45.0,33.0
5.6326530612244905e-08,-46.0,33.0
5.637454981992798e-08,-46.0,33.0
5.642256902761105e-08,-47.0,33.0
5.6470588235294123e-08,-48.0,33.0
5.6518607442977196e-08,-48.0,33.0
5.656662665066027e-08,-49.0,33.0
5.661464585834334e-08,-49.0,33.0
5.6662665066026415e-08,-50.0,33.0
5.671068427370949e-08,-51.0,33.0
5.675870348139256e-08,-51.0,33.0
5.6806722689075634e-08,-52.0,33.0
5.6854741896758707e-08,-52.0,33.0
5.690276110444178e-08,-53.0,33.0
5.695078031212485e-08,-53.0,33.0
5.6998799519807925e-08,-54.0,33.0
5.7046818727491e-08,-54.0,33.0
5.709483793517407e-08,-55.0,33.0
5.7142857142857144e-08,-56.0,33.0
5.719087635054022e-08,-56.0,33.0
5.7238895558223296e-08,-57.0,33.0
5.728691476590637e-08,-57.0,33.0
5.733493397358944e-08,-58.0,33.0
5.7382953181272515e-08,-58.0,33.0
5.743097238895559e-08,-58.0,33.0
5.747899159663866e-08,-59.0,33.0
5.7527010804321734e-08,-59.0,33.0
5.757503001200481e-08,-60.0,33.0
5.762304921968788e-08,-60.0,33.0
5.767106842737095e-08,-61.0,33.0
5.7719087635054025e-08,-61.0,33.0
5.77671068427371e-08,-61.0,33.0
5.781512605042017e-08,-62.0,33.0
5.7863145258103244e-08,-62.0,33.0
5.791116446578632e-08,-63.0,33.0
5.795918367346939e-08,-63.0,33.0
5.800720288115246e-08,-63.0,33.0
5.8055222088835536e-08,-63.0,33.0
5.810324129651861e-08,-64.0,33.0
5.815126050420168e-08,-64.0,33.0
5.819927971188476e-08,-64.0,33.0
5.8247298919567834e-08,-65.0,33.0
5.829531812725091e-08,-65.0,33.0
5.834333733493398e-08,-65.0,33.0
5.839135654261705e-08,-65.0,33.0
5.8439375750300125e-08,-65.0,33.0
5.84873949579832e-08,-66.0,33.0
5.853541416566627e-08,-66.0,33.0
5.8583433373349344e-08,-66.0,33.0
5.863145258103242e-08,-66.0,33.0
5.867947178871549e-08,-66.0,33.0
5.872749099639856e-08,-66.0,33.0
5.8775510204081636e-08,-66.0,33.0
5.882352941176471e-08,-66.0,33.0
5.887154861944778e-08,-66.0,33.0
5.8919567827130854e-08,-66.0,33.0
5.896758703481393e-08,-66.0,33.0
5.9015606242497e-08,-66.0,33.0
5.906362545018007e-08,-67.0,33.0
5.911164465786315e-08,-66.0,33.0
5.9159663865546226e-08,-66.0,33.0
5.92076830732293e-08,-66.0,33.0
5.925570228091237e-08,-66.0,33.0
5.9303721488595444e-08,-66.0,33.0
5.935174069627852e-08,-66.0,33.0
5.939975990396159e-08,-66.0,33.0
5.944777911164466e-08,-66.0,33.0
5.9495798319327736e-08,-66.0,33.0
5.954381752701081e-08,-66.0,33.0
