Temps (s),CH1 (V),CH2 (V),CH3 (V)
0.0,-12.0,4.0,3.0
1.2004801920768307e-09,-12.0,4.0,4.0
2.4009603841536614e-09,-13.0,4.0,4.0
3.601440576230492e-09,-13.0,5.0,4.0
4.801920768307323e-09,-12.0,3.0,4.0
6.0024009603841534e-09,-11.0,4.0,4.0
7.202881152460984e-09,-12.0,4.0,4.0
8.403361344537815e-09,-13.0,3.0,4.0
9.603841536614646e-09,-13.0,4.0,4.0
1.0804321728691476e-08,-11.0,5.0,4.0
1.2004801920768307e-08,-12.0,4.0,5.0
1.3205282112845138e-08,-12.0,4.0,4.0
1.4405762304921968e-08,-13.0,3.0,5.0
1.5606242496998797e-08,-13.0,4.0,5.0
1.680672268907563e-08,-12.0,4.0,5.0
1.8007202881152462e-08,-11.0,4.0,5.0
1.920768307322929e-08,-11.0,5.0,4.0
2.040816326530612e-08,-12.0,4.0,3.0
2.1608643457382952e-08,-12.0,3.0,5.0
2.2809123649459785e-08,-12.0,5.0,4.0
2.4009603841536614e-08,-12.0,3.0,4.0
2.5210084033613443e-08,-12.0,4.0,4.0
2.6410564225690275e-08,-12.0,4.0,4.0
2.7611044417767107e-08,-12.0,4.0,4.0
2.8811524609843937e-08,-13.0,4.0,3.0
3.0012004801920766e-08,-14.0,5.0,3.0
3.1212484993997595e-08,-12.0,5.0,4.0
3.241296518607443e-08,-11.0,3.0,5.0
3.361344537815126e-08,-12.0,4.0,3.0
3.481392557022809e-08,-12.0,5.0,3.0
3.6014405762304924e-08,-13.0,5.0,3.0
3.721488595438175e-08,-12.0,4.0,4.0
3.841536614645858e-08,-13.0,4.0,4.0
3.961584633853541e-08,-12.0,3.0,3.0
4.081632653061224e-08,-13.0,4.0,4.0
4.2016806722689076e-08,-13.0,3.0,4.0
4.3217286914765905e-08,-12.0,4.0,3.0
4.4417767106842734e-08,-12.0,4.0,4.0
4.561824729891957e-08,-12.0,4.0,4.0
4.68187274909964e-08,-12.0,5.0,3.0
4.801920768307323e-08,-11.0,3.0,3.0
4.9219687875150057e-08,-12.0,3.0,4.0
5.0420168067226886e-08,-13.0,4.0,5.0
5.162064825930372e-08,-12.0,4.0,4.0
5.282112845138055e-08,-12.0,4.0,4.0
5.402160864345738e-08,-14.0,4.0,5.0
5.5222088835534215e-08,-14.0,4.0,3.0
5.6422569027611044e-08,-14.0,4.0,2.0
5.762304921968787e-08,-13.0,5.0,4.0
5.88235294117647e-08,-13.0,3.0,4.0
6.002400960384153e-08,-13.0,3.0,4.0
6.122448979591837e-08,-13.0,3.0,3.0
6.242496998799519e-08,-12.0,3.0,4.0
6.362545018007202e-08,-13.0,4.0,5.0
6.482593037214886e-08,-14.0,4.0,3.0
6.602641056422568e-08,-14.0,4.0,2.0
6.722689075630252e-08,-13.0,4.0,6.0
6.842737094837935e-08,-11.0,5.0,5.0
6.962785114045618e-08,-13.0,4.0,4.0
7.082833133253301e-08,-12.0,4.0,4.0
7.202881152460985e-08,-13.0,4.0,3.0
7.322929171668667e-08,-13.0,4.0,3.0
7.44297719087635e-08,-14.0,3.0,5.0
7.563025210084033e-08,-11.0,3.0,4.0
7.683073229291716e-08,-12.0,4.0,5.0
7.8031212484994e-08,-13.0,4.0,4.0
7.923169267707082e-08,-11.0,3.0,4.0
8.043217286914766e-08,-12.0,3.0,5.0
8.163265306122448e-08,-13.0,4.0,6.0
8.283313325330132e-08,-13.0,3.0,6.0
8.403361344537815e-08,-13.0,5.0,5.0
8.523409363745497e-08,-13.0,3.0,4.0
8.643457382953181e-08,-13.0,4.0,5.0
8.763505402160865e-08,-14.0,5.0,6.0
8.883553421368547e-08,-13.0,4.0,5.0
9.00360144057623e-08,-12.0,3.0,5.0
9.123649459783914e-08,-12.0,3.0,5.0
9.243697478991596e-08,-11.0,4.0,3.0
9.36374549819928e-08,-11.0,4.0,4.0
9.483793517406962e-08,-11.0,4.0,5.0
9.603841536614646e-08,-12.0,4.0,4.0
9.723889555822329e-08,-12.0,3.0,4.0
9.843937575030011e-08,-12.0,4.0,4.0
9.963985594237695e-08,-12.0,3.0,4.0
1.0084033613445377e-07,-12.0,4.0,4.0
1.0204081632653061e-07,-11.0,4.0,5.0
1.0324129651860744e-07,-12.0,4.0,4.0
1.0444177671068426e-07,-13.0,4.0,5.0
1.056422569027611e-07,-12.0,4.0,5.0
1.0684273709483794e-07,-12.0,3.0,4.0
1.0804321728691476e-07,-12.0,4.0,4.0
1.092436974789916e-07,-12.0,4.0,5.0
1.1044417767106843e-07,-13.0,3.0,3.0
1.1164465786314525e-07,-12.0,5.0,3.0
1.1284513805522209e-07,-13.0,4.0,4.0
1.1404561824729891e-07,-13.0,3.0,4.0
1.1524609843937575e-07,-12.0,3.0,3.0
1.1644657863145258e-07,-13.0,4.0,2.0
1.176470588235294e-07,-13.0,4.0,3.0
1.1884753901560624e-07,-14.0,4.0,2.0
1.2004801920768306e-07,-13.0,5.0,3.0
1.212484993997599e-07,-12.0,3.0,3.0
1.2244897959183673e-07,-12.0,3.0,3.0
1.2364945978391356e-07,-13.0,3.0,4.0
1.2484993997599038e-07,-12.0,3.0,4.0
1.2605042016806723e-07,-13.0,4.0,4.0
1.2725090036014405e-07,-12.0,3.0,4.0
1.2845138055222087e-07,-12.0,4.0,4.0
1.2965186074429772e-07,-12.0,5.0,4.0
1.3085234093637454e-07,-13.0,3.0,3.0
1.3205282112845137e-07,-12.0,2.0,4.0
1.3325330132052821e-07,-13.0,3.0,4.0
1.3445378151260504e-07,-13.0,4.0,5.0
1.3565426170468186e-07,-14.0,3.0,5.0
1.368547418967587e-07,-13.0,4.0,5.0
1.3805522208883553e-07,-12.0,4.0,3.0
1.3925570228091235e-07,-12.0,5.0,3.0
1.404561824729892e-07,-12.0,3.0,5.0
1.4165666266506602e-07,-13.0,4.0,4.0
1.4285714285714285e-07,-12.0,4.0,4.0
1.440576230492197e-07,-12.0,4.0,5.0
1.4525810324129652e-07,-12.0,3.0,5.0
1.4645858343337334e-07,-13.0,4.0,4.0
1.4765906362545016e-07,-13.0,3.0,4.0
1.48859543817527e-07,-12.0,5.0,4.0
1.5006002400960383e-07,-12.0,4.0,5.0
1.5126050420168066e-07,-11.0,3.0,4.0
1.524609843937575e-07,-12.0,4.0,4.0
1.5366146458583433e-07,-12.0,4.0,3.0
1.5486194477791115e-07,-12.0,5.0,4.0
1.56062424969988e-07,-11.0,3.0,3.0
1.5726290516206482e-07,-13.0,3.0,4.0
1.5846338535414164e-07,-11.0,4.0,4.0
1.596638655462185e-07,-14.0,5.0,4.0
1.6086434573829532e-07,-12.0,4.0,4.0
1.6206482593037214e-07,-12.0,4.0,3.0
1.6326530612244896e-07,-12.0,4.0,5.0
1.644657863145258e-07,-11.0,4.0,5.0
1.6566626650660263e-07,-11.0,4.0,3.0
1.6686674669867945e-07,-12.0,3.0,2.0
1.680672268907563e-07,-11.0,3.0,4.0
1.6926770708283313e-07,-12.0,5.0,4.0
1.7046818727490995e-07,-13.0,3.0,4.0
1.716686674669868e-07,-12.0,4.0,4.0
1.7286914765906362e-07,-13.0,5.0,3.0
1.7406962785114044e-07,-13.0,3.0,5.0
1.752701080432173e-07,-12.0,3.0,4.0
1.764705882352941e-07,-13.0,5.0,4.0
1.7767106842737094e-07,-13.0,3.0,4.0
1.7887154861944778e-07,-13.0,4.0,3.0
1.800720288115246e-07,-12.0,4.0,3.0
1.8127250900360143e-07,-12.0,4.0,5.0
1.8247298919567828e-07,-12.0,3.0,5.0
1.836734693877551e-07,-13.0,4.0,5.0
1.8487394957983192e-07,-13.0,3.0,3.0
1.8607442977190875e-07,-13.0,4.0,5.0
1.872749099639856e-07,-11.0,4.0,4.0
1.8847539015606242e-07,-13.0,4.0,5.0
1.8967587034813924e-07,-12.0,5.0,6.0
1.908763505402161e-07,-12.0,3.0,4.0
1.920768307322929e-07,-13.0,4.0,4.0
1.9327731092436973e-07,-12.0,5.0,5.0
1.9447779111644658e-07,-11.0,5.0,4.0
1.956782713085234e-07,-12.0,3.0,6.0
1.9687875150060023e-07,-12.0,3.0,4.0
1.9807923169267708e-07,-11.0,3.0,4.0
1.992797118847539e-07,-12.0,3.0,4.0
2.0048019207683072e-07,-13.0,4.0,4.0
2.0168067226890754e-07,-13.0,3.0,4.0
2.028811524609844e-07,-13.0,4.0,4.0
2.0408163265306121e-07,-12.0,4.0,5.0
2.0528211284513804e-07,-12.0,3.0,5.0
2.0648259303721488e-07,-12.0,4.0,5.0
2.076830732292917e-07,-13.0,5.0,4.0
2.0888355342136853e-07,-13.0,4.0,4.0
2.1008403361344538e-07,-13.0,4.0,4.0
2.112845138055222e-07,-13.0,3.0,4.0
2.1248499399759902e-07,-10.0,4.0,3.0
2.1368547418967587e-07,-13.0,4.0,4.0
2.148859543817527e-07,-14.0,4.0,5.0
2.1608643457382952e-07,-13.0,3.0,5.0
2.1728691476590637e-07,-13.0,4.0,5.0
2.184873949579832e-07,-12.0,5.0,5.0
2.1968787515006e-07,-13.0,4.0,4.0
2.2088835534213686e-07,-11.0,3.0,4.0
2.2208883553421368e-07,-11.0,3.0,5.0
2.232893157262905e-07,-12.0,4.0,5.0
2.2448979591836733e-07,-13.0,4.0,3.0
2.2569027611044418e-07,-12.0,3.0,3.0
2.26890756302521e-07,-12.0,4.0,4.0
2.2809123649459782e-07,-12.0,3.0,5.0
2.2929171668667467e-07,-14.0,4.0,4.0
2.304921968787515e-07,-13.0,4.0,3.0
2.3169267707082831e-07,-13.0,3.0,4.0
2.3289315726290516e-07,-14.0,4.0,5.0
2.3409363745498199e-07,-14.0,4.0,4.0
2.352941176470588e-07,-13.0,3.0,4.0
2.3649459783913566e-07,-13.0,3.0,4.0
2.3769507803121248e-07,-13.0,4.0,4.0
2.388955582232893e-07,-13.0,4.0,3.0
2.400960384153661e-07,-13.0,3.0,4.0
2.4129651860744295e-07,-14.0,3.0,4.0
2.424969987995198e-07,-13.0,3.0,3.0
2.4369747899159664e-07,-11.0,3.0,3.0
2.4489795918367347e-07,-14.0,5.0,3.0
2.460984393757503e-07,-13.0,4.0,2.0
2.472989195678271e-07,-13.0,5.0,5.0
2.4849939975990393e-07,-13.0,4.0,4.0
2.4969987995198076e-07,-12.0,4.0,4.0
2.5090036014405763e-07,-12.0,5.0,4.0
2.5210084033613445e-07,-13.0,4.0,4.0
2.533013205282113e-07,-12.0,4.0,4.0
2.545018007202881e-07,-13.0,4.0,4.0
2.557022809123649e-07,-13.0,4.0,5.0
2.5690276110444174e-07,-13.0,5.0,5.0
2.581032412965186e-07,-13.0,5.0,5.0
2.5930372148859544e-07,-12.0,2.0,4.0
2.6050420168067226e-07,-13.0,3.0,3.0
2.617046818727491e-07,-13.0,4.0,4.0
2.629051620648259e-07,-12.0,3.0,4.0
2.6410564225690273e-07,-13.0,4.0,5.0
2.653061224489796e-07,-12.0,3.0,5.0
2.6650660264105643e-07,-13.0,3.0,3.0
2.6770708283313325e-07,-13.0,5.0,3.0
2.689075630252101e-07,-12.0,5.0,3.0
2.701080432172869e-07,-11.0,3.0,4.0
2.713085234093637e-07,-12.0,3.0,4.0
2.7250900360144054e-07,-12.0,4.0,5.0
2.737094837935174e-07,-12.0,5.0,4.0
2.7490996398559424e-07,-12.0,3.0,4.0
2.7611044417767106e-07,-13.0,3.0,4.0
2.773109243697479e-07,-11.0,4.0,4.0
2.785114045618247e-07,-13.0,3.0,5.0
2.7971188475390153e-07,-13.0,3.0,5.0
2.809123649459784e-07,-14.0,3.0,5.0
2.8211284513805523e-07,-12.0,4.0,5.0
2.8331332533013205e-07,-13.0,3.0,5.0
2.8451380552220887e-07,-14.0,5.0,6.0
2.857142857142857e-07,-13.0,4.0,3.0
2.869147659063625e-07,-13.0,4.0,3.0
2.881152460984394e-07,-14.0,4.0,4.0
2.893157262905162e-07,-12.0,3.0,5.0
2.9051620648259304e-07,-13.0,4.0,5.0
2.9171668667466986e-07,-13.0,3.0,5.0
2.929171668667467e-07,-14.0,4.0,4.0
2.941176470588235e-07,-13.0,5.0,3.0
2.953181272509003e-07,-13.0,5.0,3.0
2.965186074429772e-07,-14.0,3.0,5.0
2.97719087635054e-07,-12.0,3.0,4.0
2.9891956782713085e-07,-13.0,3.0,3.0
3.0012004801920767e-07,-11.0,3.0,3.0
3.013205282112845e-07,-13.0,4.0,6.0
3.025210084033613e-07,-13.0,3.0,5.0
3.037214885954382e-07,-13.0,3.0,4.0
3.04921968787515e-07,-12.0,3.0,5.0
3.0612244897959183e-07,-12.0,5.0,3.0
3.0732292917166866e-07,-13.0,4.0,3.0
3.085234093637455e-07,-13.0,5.0,5.0
3.097238895558223e-07,-12.0,4.0,4.0
3.109243697478991e-07,-12.0,4.0,4.0
3.12124849939976e-07,-12.0,4.0,5.0
3.133253301320528e-07,-11.0,4.0,5.0
3.1452581032412964e-07,-13.0,4.0,4.0
3.1572629051620647e-07,-12.0,4.0,5.0
3.169267707082833e-07,-11.0,4.0,5.0
3.181272509003601e-07,-13.0,4.0,3.0
3.19327731092437e-07,-13.0,4.0,3.0
3.205282112845138e-07,-13.0,4.0,5.0
3.2172869147659063e-07,-13.0,5.0,4.0
3.2292917166866745e-07,-12.0,2.0,4.0
3.241296518607443e-07,-12.0,2.0,4.0
3.253301320528211e-07,-13.0,3.0,4.0
3.265306122448979e-07,-13.0,5.0,4.0
3.277310924369748e-07,-12.0,3.0,5.0
3.289315726290516e-07,-12.0,4.0,4.0
3.3013205282112844e-07,-11.0,3.0,3.0
3.3133253301320526e-07,-10.0,3.0,4.0
3.325330132052821e-07,-12.0,3.0,5.0
3.337334933973589e-07,-13.0,3.0,4.0
3.349339735894358e-07,-13.0,4.0,5.0
3.361344537815126e-07,-13.0,4.0,3.0
3.3733493397358943e-07,-12.0,3.0,4.0
3.3853541416566625e-07,-13.0,4.0,4.0
3.3973589435774307e-07,-11.0,3.0,3.0
3.409363745498199e-07,-11.0,4.0,4.0
3.4213685474189677e-07,-14.0,5.0,5.0
3.433373349339736e-07,-14.0,3.0,5.0
3.445378151260504e-07,-12.0,3.0,4.0
3.4573829531812724e-07,-12.0,4.0,4.0
3.4693877551020406e-07,-12.0,4.0,3.0
3.481392557022809e-07,-12.0,3.0,4.0
3.493397358943577e-07,-13.0,4.0,5.0
3.505402160864346e-07,-14.0,3.0,4.0
3.517406962785114e-07,-13.0,3.0,3.0
3.529411764705882e-07,-13.0,3.0,2.0
3.5414165666266505e-07,-13.0,3.0,2.0
3.5534213685474187e-07,-13.0,3.0,3.0
3.565426170468187e-07,-12.0,4.0,4.0
3.5774309723889557e-07,-13.0,3.0,4.0
3.589435774309724e-07,-13.0,3.0,4.0
3.601440576230492e-07,-12.0,3.0,3.0
3.6134453781512604e-07,-12.0,3.0,3.0
3.6254501800720286e-07,-12.0,5.0,3.0
3.637454981992797e-07,-13.0,5.0,5.0
3.6494597839135656e-07,-12.0,4.0,3.0
3.661464585834334e-07,-14.0,4.0,4.0
3.673469387755102e-07,-14.0,5.0,5.0
3.68547418967587e-07,-14.0,3.0,4.0
3.6974789915966385e-07,-12.0,3.0,4.0
3.7094837935174067e-07,-14.0,3.0,4.0
3.721488595438175e-07,-13.0,4.0,4.0
3.7334933973589437e-07,-14.0,4.0,6.0
3.745498199279712e-07,-13.0,5.0,5.0
3.75750300120048e-07,-12.0,4.0,5.0
3.7695078031212483e-07,-13.0,5.0,3.0
3.7815126050420166e-07,-13.0,3.0,5.0
3.793517406962785e-07,-13.0,4.0,4.0
3.8055222088835535e-07,-13.0,4.0,4.0
3.817527010804322e-07,-12.0,4.0,3.0
3.82953181272509e-07,-13.0,5.0,4.0
3.841536614645858e-07,-13.0,4.0,4.0
3.8535414165666264e-07,-12.0,3.0,5.0
3.8655462184873946e-07,-13.0,5.0,4.0
3.877551020408163e-07,-12.0,6.0,2.0
3.8895558223289316e-07,-12.0,5.0,4.0
3.9015606242497e-07,-12.0,4.0,4.0
3.913565426170468e-07,-12.0,5.0,5.0
3.9255702280912363e-07,-12.0,4.0,3.0
3.9375750300120045e-07,-10.0,4.0,3.0
3.949579831932773e-07,-13.0,4.0,4.0
3.9615846338535415e-07,-11.0,3.0,4.0
3.9735894357743097e-07,-13.0,4.0,4.0
3.985594237695078e-07,-12.0,4.0,4.0
3.997599039615846e-07,-12.0,4.0,4.0
4.0096038415366144e-07,-12.0,3.0,4.0
4.0216086434573826e-07,-12.0,4.0,4.0
4.033613445378151e-07,-12.0,5.0,4.0
4.0456182472989196e-07,-12.0,4.0,2.0
4.057623049219688e-07,-11.0,4.0,4.0
4.069627851140456e-07,-13.0,4.0,4.0
4.0816326530612243e-07,-12.0,3.0,4.0
4.0936374549819925e-07,-12.0,3.0,4.0
4.1056422569027607e-07,-13.0,3.0,3.0
4.1176470588235295e-07,-13.0,4.0,4.0
4.1296518607442977e-07,-13.0,5.0,2.0
4.141656662665066e-07,-12.0,4.0,5.0
4.153661464585834e-07,-12.0,2.0,5.0
4.1656662665066024e-07,-12.0,4.0,3.0
4.1776710684273706e-07,-13.0,3.0,3.0
4.1896758703481393e-07,-13.0,4.0,4.0
4.2016806722689076e-07,-12.0,4.0,4.0
4.213685474189676e-07,-11.0,3.0,4.0
4.225690276110444e-07,-12.0,3.0,3.0
4.237695078031212e-07,-12.0,3.0,5.0
4.2496998799519805e-07,-11.0,5.0,5.0
4.2617046818727487e-07,-13.0,4.0,4.0
4.2737094837935174e-07,-12.0,5.0,4.0
4.2857142857142857e-07,-11.0,4.0,4.0
4.297719087635054e-07,-12.0,5.0,5.0
4.309723889555822e-07,-13.0,5.0,4.0
4.3217286914765903e-07,-12.0,4.0,4.0
4.3337334933973586e-07,-12.0,4.0,5.0
4.3457382953181273e-07,-12.0,3.0,4.0
4.3577430972388955e-07,-10.0,3.0,3.0
4.369747899159664e-07,-12.0,3.0,4.0
4.381752701080432e-07,-12.0,3.0,4.0
4.3937575030012e-07,-13.0,4.0,4.0
4.4057623049219684e-07,-13.0,4.0,4.0
4.417767106842737e-07,-13.0,3.0,4.0
4.4297719087635054e-07,-12.0,4.0,5.0
4.4417767106842736e-07,-14.0,4.0,6.0
4.453781512605042e-07,-13.0,4.0,5.0
4.46578631452581e-07,-12.0,3.0,4.0
4.4777911164465783e-07,-13.0,4.0,4.0
4.4897959183673465e-07,-12.0,3.0,3.0
4.5018007202881153e-07,-11.0,4.0,5.0
4.5138055222088835e-07,-12.0,5.0,4.0
4.525810324129652e-07,-13.0,3.0,5.0
4.53781512605042e-07,-13.0,3.0,4.0
4.549819927971188e-07,-13.0,3.0,5.0
4.5618247298919564e-07,-12.0,3.0,6.0
4.573829531812725e-07,-13.0,4.0,5.0
4.5858343337334934e-07,-12.0,2.0,3.0
4.5978391356542616e-07,-11.0,3.0,3.0
4.60984393757503e-07,-13.0,4.0,4.0
4.621848739495798e-07,-14.0,3.0,5.0
4.6338535414165663e-07,-13.0,4.0,4.0
4.6458583433373345e-07,-13.0,4.0,4.0
4.6578631452581033e-07,-12.0,4.0,4.0
4.6698679471788715e-07,-12.0,4.0,4.0
4.6818727490996397e-07,-12.0,3.0,4.0
4.693877551020408e-07,-12.0,2.0,4.0
4.705882352941176e-07,-13.0,3.0,4.0
4.7178871548619444e-07,-12.0,3.0,4.0
4.729891956782713e-07,-13.0,4.0,4.0
4.7418967587034814e-07,-12.0,3.0,4.0
4.7539015606242496e-07,-13.0,4.0,2.0
4.765906362545018e-07,-13.0,5.0,4.0
4.777911164465786e-07,-14.0,4.0,4.0
4.789915966386554e-07,-14.0,4.0,4.0
4.801920768307322e-07,-12.0,2.0,4.0
4.813925570228091e-07,-12.0,4.0,5.0
4.825930372148859e-07,-12.0,4.0,5.0
4.837935174069627e-07,-12.0,3.0,4.0
4.849939975990396e-07,-12.0,3.0,4.0
4.861944777911165e-07,-13.0,4.0,5.0
4.873949579831933e-07,-13.0,3.0,5.0
4.885954381752701e-07,-12.0,4.0,5.0
4.897959183673469e-07,-13.0,5.0,5.0
4.909963985594238e-07,-13.0,4.0,5.0
4.921968787515006e-07,-13.0,4.0,5.0
4.933973589435774e-07,-13.0,4.0,3.0
4.945978391356542e-07,-11.0,5.0,3.0
4.95798319327731e-07,-13.0,5.0,3.0
4.969987995198079e-07,-13.0,4.0,4.0
4.981992797118847e-07,-13.0,3.0,4.0
4.993997599039615e-07,-12.0,3.0,4.0
5.006002400960384e-07,-11.0,4.0,4.0
5.018007202881153e-07,-12.0,4.0,4.0
5.030012004801921e-07,-13.0,4.0,5.0
5.042016806722689e-07,-12.0,4.0,4.0
5.054021608643457e-07,-14.0,5.0,3.0
5.066026410564226e-07,-12.0,5.0,4.0
5.078031212484994e-07,-12.0,4.0,5.0
5.090036014405762e-07,-12.0,4.0,3.0
5.10204081632653e-07,-12.0,5.0,4.0
5.114045618247298e-07,-14.0,5.0,4.0
5.126050420168067e-07,-12.0,3.0,4.0
5.138055222088835e-07,-13.0,4.0,4.0
5.150060024009604e-07,-11.0,3.0,2.0
5.162064825930372e-07,-13.0,4.0,5.0
5.174069627851141e-07,-13.0,4.0,5.0
5.186074429771909e-07,-13.0,4.0,4.0
5.198079231692677e-07,-13.0,3.0,5.0
5.210084033613445e-07,-12.0,3.0,4.0
5.222088835534214e-07,-13.0,4.0,3.0
5.234093637454982e-07,-12.0,4.0,3.0
5.24609843937575e-07,-11.0,3.0,4.0
5.258103241296518e-07,-13.0,5.0,3.0
5.270108043217286e-07,-13.0,4.0,4.0
5.282112845138055e-07,-12.0,4.0,4.0
5.294117647058823e-07,-13.0,3.0,5.0
5.306122448979592e-07,-13.0,3.0,3.0
5.31812725090036e-07,-13.0,4.0,3.0
5.330132052821129e-07,-12.0,4.0,4.0
5.342136854741897e-07,-14.0,3.0,4.0
5.354141656662665e-07,-14.0,4.0,4.0
5.366146458583433e-07,-14.0,4.0,4.0
5.378151260504201e-07,-13.0,3.0,3.0
5.39015606242497e-07,-12.0,3.0,5.0
5.402160864345738e-07,-13.0,3.0,3.0
5.414165666266506e-07,-13.0,3.0,3.0
5.426170468187274e-07,-13.0,4.0,4.0
5.438175270108043e-07,-12.0,3.0,3.0
5.450180072028811e-07,-13.0,2.0,3.0
5.46218487394958e-07,-13.0,5.0,4.0
5.474189675870348e-07,-13.0,3.0,4.0
5.486194477791117e-07,-14.0,3.0,4.0
5.498199279711885e-07,-13.0,4.0,6.0
5.510204081632653e-07,-12.0,3.0,5.0
5.522208883553421e-07,-12.0,3.0,5.0
5.534213685474189e-07,-12.0,2.0,4.0
5.546218487394958e-07,-12.0,3.0,4.0
5.558223289315726e-07,-14.0,4.0,4.0
5.570228091236494e-07,-13.0,3.0,3.0
5.582232893157262e-07,-14.0,3.0,4.0
5.594237695078031e-07,-13.0,4.0,4.0
5.606242496998799e-07,-13.0,4.0,5.0
5.618247298919568e-07,-12.0,4.0,4.0
5.630252100840336e-07,-13.0,4.0,5.0
5.642256902761105e-07,-13.0,5.0,4.0
5.654261704681873e-07,-12.0,3.0,5.0
5.666266506602641e-07,-13.0,3.0,4.0
5.678271308523409e-07,-11.0,4.0,3.0
5.690276110444177e-07,-11.0,4.0,4.0
5.702280912364946e-07,-13.0,4.0,5.0
5.714285714285714e-07,-13.0,5.0,4.0
5.726290516206482e-07,-14.0,3.0,4.0
5.73829531812725e-07,-12.0,3.0,4.0
5.750300120048019e-07,-12.0,3.0,4.0
5.762304921968788e-07,-14.0,5.0,4.0
5.774309723889556e-07,-11.0,4.0,4.0
5.786314525810324e-07,-11.0,3.0,5.0
5.798319327731093e-07,-13.0,4.0,4.0
5.810324129651861e-07,-13.0,4.0,4.0
5.822328931572629e-07,-13.0,3.0,2.0
5.834333733493397e-07,-13.0,3.0,4.0
5.846338535414165e-07,-12.0,4.0,5.0
5.858343337334934e-07,-12.0,3.0,5.0
5.870348139255702e-07,-13.0,4.0,4.0
5.88235294117647e-07,-14.0,3.0,4.0
5.894357743097238e-07,-12.0,3.0,4.0
5.906362545018007e-07,-13.0,3.0,4.0
5.918367346938776e-07,-13.0,4.0,3.0
5.930372148859544e-07,-13.0,3.0,4.0
5.942376950780312e-07,-13.0,3.0,3.0
5.95438175270108e-07,-13.0,4.0,2.0
5.966386554621849e-07,-12.0,3.0,2.0
5.978391356542617e-07,-13.0,4.0,3.0
5.990396158463385e-07,-12.0,4.0,4.0
6.002400960384153e-07,-11.0,4.0,4.0
